List,gaussian_mixture,kmeans
r31,16.7%,16.7%
r7,73.3%,26.7%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,48.6%,68.6%
r4,10.0%,20.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,100.0%,60.0%
r6,40.0%,51.4%
r29,90.4%,9.6%
r3,6.7%,13.3%
r24,15.0%,2.5%
r32,96.7%,96.7%
r16,40.0%,43.3%
r28,57.8%,33.3%
r25,0.0%,0.0%
r23,5.6%,22.2%
r18,23.3%,30.0%
r11,24.4%,48.9%
r27,4.0%,96.0%
r5,45.0%,25.0%
r17,23.3%,16.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,23.3%,70.0%
r30,6.7%,23.3%
r22,0.0%,4.8%
r26,40.0%,0.0%
r9,100.0%,100.0%
r14,35.6%,55.6%
r2,0.0%,42.5%
r20,72.5%,22.5%
r15,80.0%,0.0%
Total,43.5%,38.7%
