List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,20.0%,40.0%
r21,100.0%,75.0%
r34,80.0%,80.0%
r4,20.0%,20.0%
r33,100.0%,100.0%
r12,3.3%,40.0%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,100.0%,100.0%
r3,13.3%,6.7%
r24,10.0%,10.0%
r32,0.0%,0.0%
r16,33.3%,33.3%
r28,57.8%,57.8%
r25,83.3%,83.3%
r23,11.1%,27.8%
r18,20.0%,20.0%
r11,73.3%,73.3%
r27,100.0%,96.0%
r5,55.0%,25.0%
r17,10.0%,36.7%
r19,0.0%,0.0%
r8,80.0%,3.3%
r1,0.0%,0.0%
r30,20.0%,23.3%
r22,9.5%,11.9%
r26,0.0%,40.0%
r9,0.0%,100.0%
r14,13.3%,26.7%
r2,32.5%,32.5%
r20,47.5%,75.0%
r15,0.0%,0.0%
Total,45.4%,48.5%
