List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,31.4%,31.4%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,16.7%,40.0%
r13,8.6%,2.9%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,73.3%
r24,12.5%,25.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,0.0%
r25,26.7%,3.3%
r23,0.0%,0.0%
r18,20.0%,23.3%
r11,6.7%,8.9%
r27,96.0%,96.0%
r5,7.5%,27.5%
r17,6.7%,0.0%
r19,0.0%,0.0%
r8,93.3%,93.3%
r1,3.3%,70.0%
r30,36.7%,13.3%
r22,9.5%,9.5%
r26,20.0%,6.7%
r9,0.0%,0.0%
r14,48.9%,48.9%
r2,27.5%,25.0%
r20,42.5%,15.0%
r15,0.0%,26.7%
Total,25.2%,30.5%
