List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,76.7%
r10,20.0%,40.0%
r21,25.0%,0.0%
r34,14.3%,11.4%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,10.0%,40.0%
r13,40.0%,17.1%
r6,88.6%,88.6%
r29,40.4%,40.4%
r3,6.7%,6.7%
r24,12.5%,7.5%
r32,96.7%,96.7%
r16,40.0%,26.7%
r28,42.2%,24.4%
r25,83.3%,83.3%
r23,11.1%,16.7%
r18,20.0%,20.0%
r11,31.1%,48.9%
r27,0.0%,100.0%
r5,40.0%,2.5%
r17,3.3%,3.3%
r19,0.0%,0.0%
r8,3.3%,3.3%
r1,70.0%,70.0%
r30,16.7%,3.3%
r22,4.8%,7.1%
r26,60.0%,40.0%
r9,0.0%,0.0%
r14,20.0%,24.4%
r2,12.5%,30.0%
r20,0.0%,0.0%
r15,0.0%,66.7%
Total,31.7%,34.5%
