List,gaussian_mixture,kmeans
r31,0.0%,66.7%
r7,23.3%,76.7%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,22.9%,25.7%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,10.0%,6.7%
r13,42.9%,45.7%
r6,71.4%,77.1%
r29,86.5%,86.5%
r3,20.0%,0.0%
r24,7.5%,5.0%
r32,100.0%,100.0%
r16,40.0%,43.3%
r28,75.6%,24.4%
r25,3.3%,83.3%
r23,5.6%,0.0%
r18,6.7%,20.0%
r11,22.2%,24.4%
r27,96.0%,96.0%
r5,20.0%,20.0%
r17,33.3%,20.0%
r19,0.0%,0.0%
r8,0.0%,86.7%
r1,3.3%,66.7%
r30,23.3%,30.0%
r22,21.4%,21.4%
r26,0.0%,0.0%
r9,100.0%,100.0%
r14,46.7%,22.2%
r2,0.0%,45.0%
r20,75.0%,75.0%
r15,23.3%,23.3%
Total,37.3%,41.5%
