List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,65.7%,60.0%
r4,0.0%,10.0%
r33,85.7%,100.0%
r12,3.3%,36.7%
r13,2.9%,45.7%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,73.3%
r24,5.0%,2.5%
r32,100.0%,100.0%
r16,0.0%,76.7%
r28,24.4%,75.6%
r25,56.7%,30.0%
r23,16.7%,0.0%
r18,20.0%,20.0%
r11,11.1%,20.0%
r27,96.0%,96.0%
r5,5.0%,25.0%
r17,0.0%,3.3%
r19,100.0%,0.0%
r8,93.3%,93.3%
r1,0.0%,0.0%
r30,0.0%,33.3%
r22,9.5%,9.5%
r26,20.0%,6.7%
r9,18.2%,0.0%
r14,64.4%,0.0%
r2,42.5%,2.5%
r20,55.0%,27.5%
r15,26.7%,26.7%
Total,33.0%,34.9%
