List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,5.7%,60.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,0.0%,0.0%
r13,11.4%,31.4%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,73.3%,73.3%
r24,22.5%,2.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,42.2%
r25,3.3%,30.0%
r23,11.1%,5.6%
r18,6.7%,23.3%
r11,13.3%,4.4%
r27,96.0%,0.0%
r5,25.0%,2.5%
r17,0.0%,3.3%
r19,0.0%,100.0%
r8,0.0%,93.3%
r1,73.3%,63.3%
r30,20.0%,6.7%
r22,9.5%,9.5%
r26,0.0%,0.0%
r9,0.0%,0.0%
r14,46.7%,20.0%
r2,50.0%,47.5%
r20,5.0%,22.5%
r15,26.7%,0.0%
Total,27.1%,33.8%
