List,gaussian_mixture,kmeans
r31,16.7%,33.3%
r7,76.7%,0.0%
r10,0.0%,40.0%
r21,100.0%,100.0%
r34,40.0%,42.9%
r4,20.0%,20.0%
r33,100.0%,100.0%
r12,6.7%,6.7%
r13,40.0%,40.0%
r6,57.1%,71.4%
r29,36.5%,36.5%
r3,6.7%,13.3%
r24,2.5%,5.0%
r32,96.7%,96.7%
r16,6.7%,30.0%
r28,24.4%,33.3%
r25,83.3%,6.7%
r23,11.1%,5.6%
r18,23.3%,6.7%
r11,48.9%,20.0%
r27,4.0%,4.0%
r5,17.5%,20.0%
r17,10.0%,13.3%
r19,100.0%,0.0%
r8,83.3%,83.3%
r1,70.0%,70.0%
r30,3.3%,6.7%
r22,4.8%,2.4%
r26,0.0%,0.0%
r9,100.0%,100.0%
r14,13.3%,2.2%
r2,12.5%,42.5%
r20,0.0%,47.5%
r15,0.0%,60.0%
Total,34.8%,33.4%
