List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,20.0%,60.0%
r21,0.0%,75.0%
r34,74.3%,14.3%
r4,10.0%,10.0%
r33,100.0%,0.0%
r12,30.0%,40.0%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,100.0%,100.0%
r3,20.0%,13.3%
r24,2.5%,12.5%
r32,100.0%,100.0%
r16,46.7%,46.7%
r28,57.8%,57.8%
r25,83.3%,83.3%
r23,38.9%,0.0%
r18,20.0%,3.3%
r11,73.3%,73.3%
r27,96.0%,0.0%
r5,25.0%,25.0%
r17,6.7%,40.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,86.7%,0.0%
r30,3.3%,20.0%
r22,11.9%,4.8%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,62.2%,0.0%
r2,92.5%,5.0%
r20,20.0%,75.0%
r15,0.0%,0.0%
Total,55.5%,42.2%
