List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,73.3%,73.3%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,0.0%,2.9%
r4,10.0%,0.0%
r33,0.0%,0.0%
r12,43.3%,40.0%
r13,94.3%,94.3%
r6,40.0%,51.4%
r29,0.0%,100.0%
r3,6.7%,6.7%
r24,12.5%,15.0%
r32,100.0%,0.0%
r16,23.3%,43.3%
r28,42.2%,57.8%
r25,83.3%,83.3%
r23,22.2%,27.8%
r18,16.7%,3.3%
r11,73.3%,22.2%
r27,0.0%,0.0%
r5,25.0%,50.0%
r17,10.0%,30.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,83.3%,96.7%
r30,20.0%,0.0%
r22,14.3%,21.4%
r26,60.0%,0.0%
r9,100.0%,100.0%
r14,57.8%,6.7%
r2,0.0%,95.0%
r20,22.5%,22.5%
r15,93.3%,93.3%
Total,38.0%,41.7%
