List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,0.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,31.4%,57.1%
r4,10.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,43.3%
r13,14.3%,8.6%
r6,97.1%,2.9%
r29,13.5%,13.5%
r3,0.0%,80.0%
r24,15.0%,5.0%
r32,100.0%,100.0%
r16,0.0%,80.0%
r28,42.2%,24.4%
r25,20.0%,23.3%
r23,0.0%,0.0%
r18,13.3%,3.3%
r11,8.9%,15.6%
r27,96.0%,96.0%
r5,35.0%,2.5%
r17,6.7%,0.0%
r19,0.0%,0.0%
r8,0.0%,0.0%
r1,76.7%,0.0%
r30,40.0%,36.7%
r22,2.4%,0.0%
r26,13.3%,13.3%
r9,4.5%,27.3%
r14,55.6%,24.4%
r2,45.0%,5.0%
r20,12.5%,25.0%
r15,0.0%,0.0%
Total,26.8%,27.3%
