List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,76.7%
r10,40.0%,40.0%
r21,75.0%,75.0%
r34,5.7%,2.9%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,10.0%
r13,94.3%,94.3%
r6,97.1%,91.4%
r29,100.0%,9.6%
r3,13.3%,13.3%
r24,15.0%,12.5%
r32,0.0%,0.0%
r16,40.0%,46.7%
r28,57.8%,57.8%
r25,83.3%,83.3%
r23,11.1%,27.8%
r18,20.0%,20.0%
r11,73.3%,73.3%
r27,100.0%,96.0%
r5,55.0%,55.0%
r17,26.7%,13.3%
r19,0.0%,0.0%
r8,80.0%,83.3%
r1,0.0%,0.0%
r30,0.0%,16.7%
r22,11.9%,14.3%
r26,40.0%,60.0%
r9,0.0%,100.0%
r14,48.9%,48.9%
r2,32.5%,32.5%
r20,75.0%,75.0%
r15,0.0%,0.0%
Total,47.4%,43.9%
