List,gaussian_mixture,kmeans
r31,66.7%,16.7%
r7,73.3%,26.7%
r10,20.0%,0.0%
r21,0.0%,25.0%
r34,31.4%,31.4%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,60.0%,10.0%
r13,45.7%,37.1%
r6,40.0%,40.0%
r29,13.5%,13.5%
r3,0.0%,6.7%
r24,25.0%,12.5%
r32,100.0%,0.0%
r16,0.0%,0.0%
r28,33.3%,33.3%
r25,66.7%,63.3%
r23,0.0%,22.2%
r18,23.3%,20.0%
r11,15.6%,17.8%
r27,96.0%,96.0%
r5,25.0%,17.5%
r17,0.0%,50.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,73.3%
r30,0.0%,0.0%
r22,2.4%,9.5%
r26,0.0%,0.0%
r9,0.0%,0.0%
r14,40.0%,48.9%
r2,47.5%,47.5%
r20,5.0%,40.0%
r15,26.7%,26.7%
Total,32.3%,31.4%
