List,gaussian_mixture,kmeans
r31,33.3%,33.3%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,75.0%,0.0%
r34,65.7%,57.1%
r4,0.0%,0.0%
r33,85.7%,0.0%
r12,3.3%,36.7%
r13,45.7%,42.9%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,6.7%,0.0%
r24,2.5%,5.0%
r32,0.0%,100.0%
r16,0.0%,13.3%
r28,33.3%,24.4%
r25,46.7%,26.7%
r23,0.0%,0.0%
r18,20.0%,6.7%
r11,15.6%,22.2%
r27,96.0%,0.0%
r5,5.0%,7.5%
r17,0.0%,10.0%
r19,100.0%,100.0%
r8,93.3%,96.7%
r1,0.0%,6.7%
r30,43.3%,6.7%
r22,9.5%,2.4%
r26,20.0%,13.3%
r9,0.0%,4.5%
r14,60.0%,53.3%
r2,5.0%,40.0%
r20,50.0%,0.0%
r15,0.0%,0.0%
Total,30.3%,29.4%
