List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,100.0%,100.0%
r10,40.0%,40.0%
r21,0.0%,75.0%
r34,14.3%,14.3%
r4,10.0%,20.0%
r33,0.0%,0.0%
r12,26.7%,40.0%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,0.0%,100.0%
r3,6.7%,13.3%
r24,15.0%,7.5%
r32,0.0%,0.0%
r16,46.7%,33.3%
r28,42.2%,42.2%
r25,83.3%,83.3%
r23,27.8%,16.7%
r18,13.3%,10.0%
r11,20.0%,2.2%
r27,96.0%,96.0%
r5,27.5%,55.0%
r17,36.7%,10.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,0.0%
r30,0.0%,20.0%
r22,21.4%,7.1%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,44.4%,60.0%
r2,32.5%,32.5%
r20,0.0%,75.0%
r15,0.0%,0.0%
Total,34.0%,42.5%
