List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,26.7%,26.7%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,40.0%,22.9%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,46.7%,56.7%
r13,51.4%,20.0%
r6,5.7%,37.1%
r29,86.5%,13.5%
r3,33.3%,26.7%
r24,2.5%,5.0%
r32,100.0%,100.0%
r16,43.3%,6.7%
r28,33.3%,33.3%
r25,66.7%,26.7%
r23,27.8%,0.0%
r18,30.0%,3.3%
r11,22.2%,2.2%
r27,96.0%,0.0%
r5,27.5%,25.0%
r17,3.3%,16.7%
r19,0.0%,100.0%
r8,0.0%,0.0%
r1,0.0%,73.3%
r30,10.0%,43.3%
r22,11.9%,11.9%
r26,60.0%,0.0%
r9,68.2%,63.6%
r14,40.0%,11.1%
r2,47.5%,47.5%
r20,0.0%,42.5%
r15,0.0%,26.7%
Total,35.1%,29.4%
