List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,100.0%,100.0%
r10,40.0%,40.0%
r21,75.0%,75.0%
r34,5.7%,2.9%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,0.0%,90.4%
r3,6.7%,6.7%
r24,10.0%,12.5%
r32,0.0%,0.0%
r16,40.0%,46.7%
r28,57.8%,57.8%
r25,83.3%,83.3%
r23,5.6%,5.6%
r18,10.0%,20.0%
r11,73.3%,73.3%
r27,96.0%,4.0%
r5,55.0%,55.0%
r17,30.0%,13.3%
r19,0.0%,100.0%
r8,80.0%,80.0%
r1,0.0%,0.0%
r30,3.3%,0.0%
r22,11.9%,14.3%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,48.9%,42.2%
r2,32.5%,60.0%
r20,75.0%,75.0%
r15,0.0%,0.0%
Total,40.3%,49.1%
