List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,76.7%,76.7%
r10,60.0%,80.0%
r21,75.0%,75.0%
r34,0.0%,14.3%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,10.0%
r13,94.3%,94.3%
r6,91.4%,97.1%
r29,100.0%,0.0%
r3,13.3%,26.7%
r24,12.5%,2.5%
r32,0.0%,0.0%
r16,30.0%,33.3%
r28,42.2%,57.8%
r25,83.3%,0.0%
r23,38.9%,38.9%
r18,23.3%,20.0%
r11,22.2%,73.3%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,20.0%,10.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,0.0%
r30,0.0%,3.3%
r22,11.9%,21.4%
r26,60.0%,60.0%
r9,0.0%,100.0%
r14,11.1%,2.2%
r2,95.0%,60.0%
r20,75.0%,27.5%
r15,0.0%,0.0%
Total,43.4%,36.9%
