List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,73.3%,26.7%
r10,40.0%,0.0%
r21,100.0%,0.0%
r34,22.9%,60.0%
r4,20.0%,0.0%
r33,100.0%,100.0%
r12,10.0%,40.0%
r13,100.0%,54.3%
r6,54.3%,51.4%
r29,9.6%,40.4%
r3,0.0%,6.7%
r24,10.0%,2.5%
r32,100.0%,0.0%
r16,43.3%,46.7%
r28,75.6%,42.2%
r25,80.0%,80.0%
r23,22.2%,5.6%
r18,26.7%,26.7%
r11,48.9%,48.9%
r27,0.0%,0.0%
r5,25.0%,25.0%
r17,20.0%,6.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,96.7%,96.7%
r30,16.7%,36.7%
r22,4.8%,4.8%
r26,40.0%,40.0%
r9,100.0%,0.0%
r14,48.9%,51.1%
r2,95.0%,52.5%
r20,72.5%,72.5%
r15,3.3%,0.0%
Total,47.2%,38.3%
