List,gaussian_mixture,kmeans
r31,0.0%,83.3%
r7,73.3%,26.7%
r10,0.0%,0.0%
r21,75.0%,75.0%
r34,2.9%,2.9%
r4,10.0%,10.0%
r33,0.0%,0.0%
r12,40.0%,40.0%
r13,94.3%,0.0%
r6,51.4%,5.7%
r29,100.0%,100.0%
r3,6.7%,6.7%
r24,12.5%,15.0%
r32,0.0%,100.0%
r16,43.3%,50.0%
r28,42.2%,57.8%
r25,80.0%,80.0%
r23,27.8%,22.2%
r18,20.0%,20.0%
r11,22.2%,73.3%
r27,96.0%,96.0%
r5,25.0%,52.5%
r17,6.7%,20.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,20.0%,76.7%
r30,3.3%,6.7%
r22,14.3%,11.9%
r26,0.0%,60.0%
r9,100.0%,100.0%
r14,60.0%,0.0%
r2,0.0%,32.5%
r20,72.5%,72.5%
r15,0.0%,0.0%
Total,37.9%,41.0%
