List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,26.7%,26.7%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,22.9%,31.4%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,50.0%,50.0%
r13,54.3%,48.6%
r6,40.0%,37.1%
r29,86.5%,13.5%
r3,13.3%,13.3%
r24,20.0%,10.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,33.3%,33.3%
r25,0.0%,13.3%
r23,11.1%,11.1%
r18,0.0%,20.0%
r11,4.4%,26.7%
r27,0.0%,96.0%
r5,27.5%,17.5%
r17,3.3%,0.0%
r19,0.0%,100.0%
r8,90.0%,0.0%
r1,16.7%,73.3%
r30,33.3%,33.3%
r22,11.9%,2.4%
r26,40.0%,33.3%
r9,27.3%,68.2%
r14,42.2%,0.0%
r2,47.5%,5.0%
r20,40.0%,57.5%
r15,0.0%,26.7%
Total,29.7%,31.5%
