List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,76.7%,23.3%
r10,40.0%,0.0%
r21,0.0%,100.0%
r34,34.3%,62.9%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,40.0%,10.0%
r13,40.0%,45.7%
r6,74.3%,74.3%
r29,90.4%,42.3%
r3,6.7%,13.3%
r24,20.0%,20.0%
r32,100.0%,100.0%
r16,33.3%,40.0%
r28,100.0%,100.0%
r25,6.7%,83.3%
r23,16.7%,5.6%
r18,13.3%,13.3%
r11,22.2%,22.2%
r27,0.0%,96.0%
r5,42.5%,45.0%
r17,13.3%,26.7%
r19,0.0%,0.0%
r8,86.7%,0.0%
r1,70.0%,70.0%
r30,3.3%,0.0%
r22,2.4%,7.1%
r26,40.0%,0.0%
r9,100.0%,100.0%
r14,55.6%,0.0%
r2,45.0%,42.5%
r20,0.0%,20.0%
r15,0.0%,86.7%
Total,39.3%,42.4%
