List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,23.3%,23.3%
r10,20.0%,40.0%
r21,0.0%,0.0%
r34,85.7%,85.7%
r4,20.0%,0.0%
r33,100.0%,100.0%
r12,6.7%,40.0%
r13,5.7%,48.6%
r6,91.4%,94.3%
r29,36.5%,90.4%
r3,6.7%,20.0%
r24,15.0%,12.5%
r32,96.7%,0.0%
r16,3.3%,36.7%
r28,42.2%,42.2%
r25,83.3%,83.3%
r23,11.1%,0.0%
r18,6.7%,16.7%
r11,24.4%,22.2%
r27,96.0%,4.0%
r5,25.0%,15.0%
r17,16.7%,23.3%
r19,0.0%,0.0%
r8,0.0%,83.3%
r1,10.0%,73.3%
r30,0.0%,0.0%
r22,26.2%,19.0%
r26,40.0%,0.0%
r9,0.0%,100.0%
r14,64.4%,0.0%
r2,45.0%,50.0%
r20,75.0%,75.0%
r15,0.0%,0.0%
Total,36.2%,40.4%
