List,gaussian_mixture,kmeans
r31,16.7%,50.0%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,57.1%,54.3%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,0.0%,36.7%
r13,8.6%,20.0%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,80.0%,6.7%
r24,2.5%,5.0%
r32,100.0%,0.0%
r16,0.0%,0.0%
r28,24.4%,24.4%
r25,10.0%,3.3%
r23,0.0%,0.0%
r18,23.3%,10.0%
r11,11.1%,2.2%
r27,100.0%,96.0%
r5,27.5%,0.0%
r17,60.0%,3.3%
r19,0.0%,0.0%
r8,0.0%,96.7%
r1,0.0%,73.3%
r30,13.3%,13.3%
r22,2.4%,14.3%
r26,0.0%,13.3%
r9,31.8%,31.8%
r14,42.2%,0.0%
r2,15.0%,27.5%
r20,25.0%,5.0%
r15,0.0%,0.0%
Total,23.5%,28.2%
