List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,0.0%,100.0%
r10,20.0%,40.0%
r21,0.0%,0.0%
r34,57.1%,0.0%
r4,10.0%,20.0%
r33,100.0%,100.0%
r12,36.7%,36.7%
r13,34.3%,45.7%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,80.0%,73.3%
r24,2.5%,5.0%
r32,100.0%,100.0%
r16,30.0%,0.0%
r28,24.4%,0.0%
r25,10.0%,10.0%
r23,0.0%,5.6%
r18,26.7%,23.3%
r11,8.9%,11.1%
r27,96.0%,96.0%
r5,7.5%,2.5%
r17,20.0%,53.3%
r19,0.0%,100.0%
r8,93.3%,90.0%
r1,0.0%,76.7%
r30,36.7%,10.0%
r22,0.0%,4.8%
r26,20.0%,26.7%
r9,0.0%,0.0%
r14,64.4%,62.2%
r2,5.0%,45.0%
r20,15.0%,40.0%
r15,0.0%,26.7%
Total,31.1%,35.1%
