List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,76.7%,76.7%
r10,40.0%,0.0%
r21,100.0%,0.0%
r34,65.7%,80.0%
r4,10.0%,0.0%
r33,0.0%,100.0%
r12,26.7%,40.0%
r13,40.0%,40.0%
r6,91.4%,94.3%
r29,36.5%,90.4%
r3,13.3%,6.7%
r24,10.0%,10.0%
r32,96.7%,96.7%
r16,43.3%,43.3%
r28,42.2%,42.2%
r25,83.3%,6.7%
r23,27.8%,38.9%
r18,6.7%,20.0%
r11,2.2%,73.3%
r27,96.0%,0.0%
r5,55.0%,42.5%
r17,40.0%,43.3%
r19,0.0%,0.0%
r8,0.0%,83.3%
r1,70.0%,70.0%
r30,26.7%,3.3%
r22,7.1%,16.7%
r26,0.0%,40.0%
r9,100.0%,100.0%
r14,57.8%,55.6%
r2,52.5%,52.5%
r20,62.5%,62.5%
r15,66.7%,0.0%
Total,43.4%,49.2%
