List,gaussian_mixture,kmeans
r31,33.3%,66.7%
r7,0.0%,0.0%
r10,0.0%,60.0%
r21,0.0%,0.0%
r34,31.4%,57.1%
r4,0.0%,40.0%
r33,85.7%,100.0%
r12,6.7%,40.0%
r13,40.0%,34.3%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,0.0%
r24,7.5%,7.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,24.4%
r25,10.0%,23.3%
r23,0.0%,0.0%
r18,20.0%,20.0%
r11,15.6%,4.4%
r27,96.0%,96.0%
r5,0.0%,25.0%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,0.0%,0.0%
r1,0.0%,16.7%
r30,13.3%,13.3%
r22,7.1%,9.5%
r26,13.3%,0.0%
r9,0.0%,4.5%
r14,55.6%,51.1%
r2,42.5%,0.0%
r20,37.5%,10.0%
r15,0.0%,0.0%
Total,26.7%,28.2%
