List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,26.7%,73.3%
r10,40.0%,20.0%
r21,0.0%,0.0%
r34,2.9%,65.7%
r4,10.0%,20.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,40.0%,40.0%
r6,37.1%,51.4%
r29,90.4%,90.4%
r3,6.7%,20.0%
r24,2.5%,12.5%
r32,96.7%,96.7%
r16,6.7%,0.0%
r28,42.2%,42.2%
r25,76.7%,80.0%
r23,22.2%,11.1%
r18,16.7%,23.3%
r11,73.3%,42.2%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,3.3%,36.7%
r19,0.0%,0.0%
r8,43.3%,80.0%
r1,93.3%,0.0%
r30,3.3%,36.7%
r22,9.5%,2.4%
r26,0.0%,0.0%
r9,95.5%,95.5%
r14,51.1%,2.2%
r2,0.0%,62.5%
r20,5.0%,20.0%
r15,0.0%,73.3%
Total,38.0%,44.0%
