List,gaussian_mixture,kmeans
r31,66.7%,33.3%
r7,0.0%,0.0%
r10,20.0%,20.0%
r21,0.0%,0.0%
r34,0.0%,48.6%
r4,0.0%,0.0%
r33,0.0%,0.0%
r12,40.0%,6.7%
r13,40.0%,22.9%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,42.2%
r25,3.3%,46.7%
r23,0.0%,0.0%
r18,23.3%,6.7%
r11,17.8%,20.0%
r27,96.0%,96.0%
r5,27.5%,0.0%
r17,0.0%,3.3%
r19,100.0%,0.0%
r8,83.3%,0.0%
r1,66.7%,50.0%
r30,33.3%,10.0%
r22,0.0%,4.8%
r26,0.0%,6.7%
r9,22.7%,9.1%
r14,60.0%,4.4%
r2,47.5%,27.5%
r20,40.0%,7.5%
r15,10.0%,26.7%
Total,31.9%,23.0%
