List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,0.0%,0.0%
r10,20.0%,40.0%
r21,25.0%,0.0%
r34,57.1%,57.1%
r4,20.0%,60.0%
r33,100.0%,100.0%
r12,10.0%,36.7%
r13,37.1%,40.0%
r6,0.0%,0.0%
r29,13.5%,13.5%
r3,6.7%,6.7%
r24,5.0%,5.0%
r32,0.0%,100.0%
r16,10.0%,0.0%
r28,24.4%,42.2%
r25,3.3%,23.3%
r23,0.0%,11.1%
r18,10.0%,10.0%
r11,17.8%,17.8%
r27,96.0%,96.0%
r5,5.0%,2.5%
r17,6.7%,0.0%
r19,94.1%,100.0%
r8,0.0%,0.0%
r1,3.3%,0.0%
r30,43.3%,43.3%
r22,0.0%,2.4%
r26,26.7%,26.7%
r9,0.0%,0.0%
r14,64.4%,2.2%
r2,35.0%,30.0%
r20,30.0%,37.5%
r15,0.0%,26.7%
Total,22.9%,26.3%
