List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,100.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,25.0%
r34,31.4%,57.1%
r4,0.0%,10.0%
r33,0.0%,100.0%
r12,36.7%,33.3%
r13,42.9%,40.0%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,5.0%,20.0%
r32,100.0%,0.0%
r16,0.0%,13.3%
r28,0.0%,33.3%
r25,16.7%,20.0%
r23,0.0%,11.1%
r18,23.3%,23.3%
r11,8.9%,11.1%
r27,96.0%,96.0%
r5,7.5%,27.5%
r17,0.0%,0.0%
r19,100.0%,0.0%
r8,93.3%,93.3%
r1,3.3%,0.0%
r30,3.3%,0.0%
r22,2.4%,11.9%
r26,13.3%,13.3%
r9,9.1%,0.0%
r14,62.2%,62.2%
r2,50.0%,20.0%
r20,27.5%,55.0%
r15,26.7%,0.0%
Total,28.1%,31.3%
