List,gaussian_mixture,kmeans
r31,66.7%,50.0%
r7,100.0%,100.0%
r10,40.0%,0.0%
r21,0.0%,75.0%
r34,60.0%,0.0%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,10.0%,3.3%
r13,34.3%,5.7%
r6,0.0%,0.0%
r29,13.5%,13.5%
r3,0.0%,73.3%
r24,2.5%,22.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,57.8%,57.8%
r25,26.7%,26.7%
r23,11.1%,0.0%
r18,16.7%,23.3%
r11,15.6%,11.1%
r27,96.0%,100.0%
r5,27.5%,25.0%
r17,0.0%,0.0%
r19,0.0%,100.0%
r8,93.3%,0.0%
r1,73.3%,16.7%
r30,36.7%,13.3%
r22,11.9%,2.4%
r26,0.0%,20.0%
r9,0.0%,27.3%
r14,64.4%,42.2%
r2,15.0%,15.0%
r20,32.5%,15.0%
r15,26.7%,26.7%
Total,31.6%,29.1%
