List,gaussian_mixture,kmeans
r31,50.0%,33.3%
r7,0.0%,0.0%
r10,20.0%,20.0%
r21,75.0%,0.0%
r34,0.0%,60.0%
r4,10.0%,0.0%
r33,0.0%,0.0%
r12,3.3%,33.3%
r13,2.9%,40.0%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,6.7%,0.0%
r24,7.5%,5.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,75.6%,33.3%
r25,10.0%,36.7%
r23,0.0%,0.0%
r18,20.0%,3.3%
r11,13.3%,11.1%
r27,96.0%,100.0%
r5,25.0%,5.0%
r17,6.7%,0.0%
r19,100.0%,0.0%
r8,96.7%,93.3%
r1,43.3%,6.7%
r30,43.3%,26.7%
r22,7.1%,11.9%
r26,13.3%,26.7%
r9,0.0%,0.0%
r14,64.4%,0.0%
r2,27.5%,30.0%
r20,7.5%,37.5%
r15,26.7%,0.0%
Total,30.1%,25.4%
