List,gaussian_mixture,kmeans
r31,66.7%,50.0%
r7,0.0%,100.0%
r10,0.0%,0.0%
r21,25.0%,0.0%
r34,0.0%,31.4%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,3.3%,36.7%
r13,2.9%,37.1%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,2.5%,7.5%
r32,100.0%,100.0%
r16,70.0%,0.0%
r28,42.2%,0.0%
r25,13.3%,13.3%
r23,5.6%,16.7%
r18,10.0%,20.0%
r11,17.8%,17.8%
r27,96.0%,96.0%
r5,7.5%,0.0%
r17,0.0%,0.0%
r19,0.0%,100.0%
r8,0.0%,93.3%
r1,70.0%,70.0%
r30,10.0%,13.3%
r22,2.4%,11.9%
r26,13.3%,20.0%
r9,13.6%,4.5%
r14,55.6%,62.2%
r2,45.0%,2.5%
r20,37.5%,15.0%
r15,13.3%,26.7%
Total,26.6%,32.1%
