List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,100.0%,0.0%
r10,0.0%,0.0%
r21,75.0%,25.0%
r34,60.0%,57.1%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,3.3%
r13,34.3%,34.3%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,2.5%,12.5%
r32,0.0%,0.0%
r16,0.0%,0.0%
r28,75.6%,24.4%
r25,53.3%,0.0%
r23,22.2%,0.0%
r18,13.3%,20.0%
r11,8.9%,20.0%
r27,96.0%,96.0%
r5,2.5%,5.0%
r17,0.0%,6.7%
r19,0.0%,0.0%
r8,0.0%,93.3%
r1,70.0%,60.0%
r30,26.7%,10.0%
r22,9.5%,14.3%
r26,6.7%,6.7%
r9,0.0%,0.0%
r14,46.7%,0.0%
r2,5.0%,50.0%
r20,5.0%,7.5%
r15,26.7%,26.7%
Total,28.1%,26.8%
