List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,0.0%,0.0%
r10,40.0%,20.0%
r21,0.0%,0.0%
r34,57.1%,57.1%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,42.9%,48.6%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,80.0%
r24,7.5%,7.5%
r32,0.0%,0.0%
r16,70.0%,0.0%
r28,24.4%,0.0%
r25,6.7%,3.3%
r23,16.7%,0.0%
r18,20.0%,20.0%
r11,11.1%,15.6%
r27,0.0%,96.0%
r5,27.5%,7.5%
r17,3.3%,3.3%
r19,100.0%,100.0%
r8,0.0%,93.3%
r1,66.7%,70.0%
r30,43.3%,40.0%
r22,4.8%,2.4%
r26,13.3%,13.3%
r9,0.0%,13.6%
r14,57.8%,64.4%
r2,30.0%,47.5%
r20,5.0%,35.0%
r15,26.7%,26.7%
Total,29.0%,34.0%
