List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,26.7%,73.3%
r10,0.0%,40.0%
r21,100.0%,100.0%
r34,57.1%,68.6%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,3.3%,20.0%
r13,94.3%,57.1%
r6,51.4%,45.7%
r29,46.2%,90.4%
r3,6.7%,6.7%
r24,17.5%,12.5%
r32,96.7%,96.7%
r16,26.7%,33.3%
r28,42.2%,42.2%
r25,0.0%,80.0%
r23,5.6%,0.0%
r18,23.3%,26.7%
r11,31.1%,48.9%
r27,96.0%,4.0%
r5,25.0%,45.0%
r17,23.3%,23.3%
r19,0.0%,100.0%
r8,80.0%,80.0%
r1,20.0%,76.7%
r30,3.3%,3.3%
r22,2.4%,2.4%
r26,0.0%,40.0%
r9,0.0%,0.0%
r14,40.0%,28.9%
r2,52.5%,30.0%
r20,22.5%,72.5%
r15,0.0%,90.0%
Total,35.4%,47.8%
