List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,0.0%,100.0%
r10,20.0%,0.0%
r21,100.0%,100.0%
r34,80.0%,80.0%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,13.3%,13.3%
r13,48.6%,48.6%
r6,97.1%,97.1%
r29,0.0%,57.7%
r3,13.3%,0.0%
r24,12.5%,15.0%
r32,96.7%,96.7%
r16,30.0%,36.7%
r28,42.2%,42.2%
r25,83.3%,83.3%
r23,0.0%,11.1%
r18,20.0%,16.7%
r11,31.1%,24.4%
r27,4.0%,0.0%
r5,15.0%,25.0%
r17,10.0%,6.7%
r19,100.0%,0.0%
r8,80.0%,83.3%
r1,70.0%,70.0%
r30,10.0%,6.7%
r22,14.3%,16.7%
r26,0.0%,60.0%
r9,0.0%,100.0%
r14,28.9%,13.3%
r2,42.5%,42.5%
r20,75.0%,47.5%
r15,0.0%,0.0%
Total,37.8%,43.4%
