List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,100.0%,23.3%
r10,0.0%,20.0%
r21,100.0%,25.0%
r34,54.3%,5.7%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,13.3%,10.0%
r13,0.0%,54.3%
r6,0.0%,91.4%
r29,40.4%,36.5%
r3,0.0%,6.7%
r24,15.0%,17.5%
r32,100.0%,100.0%
r16,33.3%,36.7%
r28,66.7%,66.7%
r25,83.3%,83.3%
r23,11.1%,5.6%
r18,13.3%,3.3%
r11,22.2%,24.4%
r27,0.0%,96.0%
r5,42.5%,25.0%
r17,3.3%,20.0%
r19,0.0%,0.0%
r8,3.3%,0.0%
r1,70.0%,70.0%
r30,23.3%,3.3%
r22,19.0%,9.5%
r26,0.0%,60.0%
r9,100.0%,0.0%
r14,42.2%,20.0%
r2,42.5%,42.5%
r20,75.0%,75.0%
r15,80.0%,0.0%
Total,40.1%,37.0%
