List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,26.7%,73.3%
r10,40.0%,20.0%
r21,100.0%,75.0%
r34,0.0%,14.3%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,10.0%,40.0%
r13,94.3%,94.3%
r6,42.9%,91.4%
r29,0.0%,100.0%
r3,6.7%,6.7%
r24,15.0%,15.0%
r32,0.0%,0.0%
r16,3.3%,43.3%
r28,100.0%,42.2%
r25,80.0%,80.0%
r23,22.2%,5.6%
r18,10.0%,20.0%
r11,73.3%,73.3%
r27,0.0%,0.0%
r5,5.0%,50.0%
r17,20.0%,10.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,96.7%,96.7%
r30,0.0%,20.0%
r22,16.7%,2.4%
r26,100.0%,100.0%
r9,100.0%,100.0%
r14,62.2%,2.2%
r2,62.5%,32.5%
r20,72.5%,22.5%
r15,93.3%,0.0%
Total,43.6%,44.5%
