List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,23.3%
r10,20.0%,40.0%
r21,100.0%,100.0%
r34,45.7%,28.6%
r4,20.0%,0.0%
r33,100.0%,100.0%
r12,20.0%,10.0%
r13,40.0%,42.9%
r6,71.4%,91.4%
r29,9.6%,36.5%
r3,6.7%,20.0%
r24,2.5%,2.5%
r32,100.0%,0.0%
r16,30.0%,30.0%
r28,100.0%,42.2%
r25,83.3%,83.3%
r23,11.1%,27.8%
r18,23.3%,23.3%
r11,31.1%,42.2%
r27,0.0%,4.0%
r5,12.5%,15.0%
r17,3.3%,3.3%
r19,0.0%,100.0%
r8,3.3%,3.3%
r1,70.0%,70.0%
r30,3.3%,23.3%
r22,4.8%,7.1%
r26,0.0%,40.0%
r9,100.0%,100.0%
r14,71.1%,48.9%
r2,30.0%,25.0%
r20,27.5%,75.0%
r15,80.0%,3.3%
Total,40.1%,36.8%
