List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,100.0%,0.0%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,0.0%,60.0%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,43.3%,40.0%
r13,2.9%,45.7%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,0.0%,73.3%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,6.7%,73.3%
r28,57.8%,57.8%
r25,13.3%,6.7%
r23,0.0%,5.6%
r18,16.7%,23.3%
r11,2.2%,11.1%
r27,100.0%,100.0%
r5,25.0%,25.0%
r17,3.3%,10.0%
r19,100.0%,100.0%
r8,93.3%,0.0%
r1,73.3%,0.0%
r30,43.3%,0.0%
r22,4.8%,2.4%
r26,13.3%,13.3%
r9,0.0%,31.8%
r14,57.8%,44.4%
r2,50.0%,20.0%
r20,25.0%,10.0%
r15,0.0%,0.0%
Total,30.4%,32.9%
