List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,76.7%
r10,20.0%,20.0%
r21,100.0%,100.0%
r34,34.3%,34.3%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,20.0%,3.3%
r13,11.4%,40.0%
r6,0.0%,74.3%
r29,36.5%,40.4%
r3,6.7%,20.0%
r24,12.5%,15.0%
r32,96.7%,96.7%
r16,26.7%,26.7%
r28,42.2%,0.0%
r25,83.3%,83.3%
r23,0.0%,11.1%
r18,6.7%,23.3%
r11,31.1%,48.9%
r27,4.0%,100.0%
r5,25.0%,20.0%
r17,3.3%,3.3%
r19,0.0%,0.0%
r8,0.0%,80.0%
r1,70.0%,70.0%
r30,3.3%,3.3%
r22,7.1%,9.5%
r26,0.0%,40.0%
r9,100.0%,0.0%
r14,44.4%,11.1%
r2,45.0%,45.0%
r20,75.0%,47.5%
r15,6.7%,66.7%
Total,34.2%,39.7%
