List,gaussian_mixture,kmeans
r31,66.7%,66.7%
r7,100.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,0.0%,60.0%
r4,0.0%,0.0%
r33,0.0%,0.0%
r12,36.7%,36.7%
r13,2.9%,8.6%
r6,0.0%,97.1%
r29,13.5%,86.5%
r3,73.3%,73.3%
r24,2.5%,12.5%
r32,100.0%,100.0%
r16,26.7%,10.0%
r28,24.4%,42.2%
r25,13.3%,13.3%
r23,16.7%,0.0%
r18,0.0%,3.3%
r11,22.2%,20.0%
r27,100.0%,96.0%
r5,7.5%,0.0%
r17,0.0%,53.3%
r19,0.0%,0.0%
r8,93.3%,0.0%
r1,73.3%,73.3%
r30,40.0%,50.0%
r22,14.3%,0.0%
r26,20.0%,33.3%
r9,22.7%,4.5%
r14,48.9%,60.0%
r2,52.5%,20.0%
r20,40.0%,45.0%
r15,26.7%,10.0%
Total,30.2%,33.9%
