List,gaussian_mixture,kmeans
r31,16.7%,16.7%
r7,100.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,37.1%,31.4%
r4,20.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,3.3%
r13,40.0%,5.7%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,6.7%
r24,2.5%,2.5%
r32,100.0%,0.0%
r16,30.0%,50.0%
r28,24.4%,42.2%
r25,20.0%,16.7%
r23,5.6%,0.0%
r18,20.0%,20.0%
r11,8.9%,11.1%
r27,96.0%,96.0%
r5,15.0%,17.5%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,93.3%,96.7%
r1,0.0%,0.0%
r30,6.7%,6.7%
r22,2.4%,4.8%
r26,20.0%,13.3%
r9,27.3%,0.0%
r14,42.2%,48.9%
r2,47.5%,45.0%
r20,22.5%,37.5%
r15,0.0%,20.0%
Total,35.0%,31.7%
