List,gaussian_mixture,kmeans
r31,33.3%,33.3%
r7,76.7%,76.7%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,45.7%,20.0%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,5.7%,45.7%
r6,91.4%,94.3%
r29,50.0%,36.5%
r3,0.0%,20.0%
r24,15.0%,7.5%
r32,0.0%,3.3%
r16,36.7%,50.0%
r28,57.8%,100.0%
r25,83.3%,83.3%
r23,11.1%,0.0%
r18,13.3%,23.3%
r11,48.9%,24.4%
r27,96.0%,96.0%
r5,42.5%,25.0%
r17,6.7%,6.7%
r19,0.0%,0.0%
r8,3.3%,80.0%
r1,70.0%,70.0%
r30,26.7%,6.7%
r22,0.0%,9.5%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,60.0%,17.8%
r2,55.0%,42.5%
r20,75.0%,47.5%
r15,66.7%,0.0%
Total,45.1%,42.0%
