List,gaussian_mixture,kmeans
r31,33.3%,33.3%
r7,76.7%,76.7%
r10,0.0%,40.0%
r21,100.0%,0.0%
r34,45.7%,45.7%
r4,20.0%,0.0%
r33,100.0%,100.0%
r12,10.0%,40.0%
r13,40.0%,40.0%
r6,91.4%,0.0%
r29,9.6%,40.4%
r3,13.3%,6.7%
r24,7.5%,10.0%
r32,96.7%,96.7%
r16,23.3%,30.0%
r28,57.8%,24.4%
r25,80.0%,80.0%
r23,22.2%,5.6%
r18,23.3%,10.0%
r11,24.4%,24.4%
r27,96.0%,4.0%
r5,37.5%,45.0%
r17,16.7%,13.3%
r19,0.0%,100.0%
r8,3.3%,3.3%
r1,70.0%,3.3%
r30,0.0%,3.3%
r22,28.6%,4.8%
r26,40.0%,60.0%
r9,0.0%,0.0%
r14,42.2%,44.4%
r2,95.0%,45.0%
r20,47.5%,50.0%
r15,76.7%,76.7%
Total,43.6%,35.3%
