List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,0.0%,73.3%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,57.1%,22.9%
r4,60.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,36.7%
r13,5.7%,34.3%
r6,97.1%,97.1%
r29,86.5%,13.5%
r3,73.3%,73.3%
r24,27.5%,17.5%
r32,100.0%,100.0%
r16,10.0%,56.7%
r28,24.4%,0.0%
r25,10.0%,10.0%
r23,0.0%,0.0%
r18,23.3%,10.0%
r11,17.8%,13.3%
r27,96.0%,0.0%
r5,7.5%,15.0%
r17,0.0%,13.3%
r19,100.0%,100.0%
r8,0.0%,93.3%
r1,73.3%,0.0%
r30,46.7%,46.7%
r22,9.5%,2.4%
r26,0.0%,0.0%
r9,13.6%,0.0%
r14,62.2%,0.0%
r2,0.0%,45.0%
r20,45.0%,32.5%
r15,26.7%,13.3%
Total,36.9%,31.1%
