List,gaussian_mixture,kmeans
r31,50.0%,16.7%
r7,76.7%,23.3%
r10,40.0%,40.0%
r21,25.0%,0.0%
r34,5.7%,28.6%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,20.0%,40.0%
r13,42.9%,42.9%
r6,91.4%,71.4%
r29,36.5%,38.5%
r3,13.3%,6.7%
r24,7.5%,15.0%
r32,96.7%,96.7%
r16,30.0%,36.7%
r28,33.3%,75.6%
r25,83.3%,83.3%
r23,16.7%,0.0%
r18,13.3%,23.3%
r11,31.1%,31.1%
r27,4.0%,96.0%
r5,40.0%,40.0%
r17,13.3%,6.7%
r19,100.0%,0.0%
r8,3.3%,3.3%
r1,70.0%,70.0%
r30,3.3%,30.0%
r22,7.1%,0.0%
r26,0.0%,40.0%
r9,100.0%,100.0%
r14,26.7%,48.9%
r2,45.0%,0.0%
r20,20.0%,47.5%
r15,0.0%,10.0%
Total,36.8%,40.0%
