List,gaussian_mixture,kmeans
r31,16.7%,83.3%
r7,100.0%,100.0%
r10,0.0%,60.0%
r21,0.0%,0.0%
r34,31.4%,31.4%
r4,0.0%,0.0%
r33,100.0%,0.0%
r12,10.0%,3.3%
r13,37.1%,40.0%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,6.7%
r24,22.5%,5.0%
r32,100.0%,100.0%
r16,0.0%,53.3%
r28,33.3%,24.4%
r25,6.7%,3.3%
r23,0.0%,0.0%
r18,3.3%,23.3%
r11,28.9%,26.7%
r27,96.0%,0.0%
r5,5.0%,0.0%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,96.7%,96.7%
r1,73.3%,0.0%
r30,46.7%,13.3%
r22,2.4%,14.3%
r26,6.7%,20.0%
r9,18.2%,0.0%
r14,55.6%,22.2%
r2,0.0%,2.5%
r20,32.5%,20.0%
r15,26.7%,0.0%
Total,37.5%,26.3%
