List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,0.0%,100.0%
r10,60.0%,0.0%
r21,0.0%,0.0%
r34,5.7%,57.1%
r4,20.0%,60.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,37.1%,37.1%
r6,97.1%,2.9%
r29,13.5%,13.5%
r3,0.0%,73.3%
r24,2.5%,22.5%
r32,100.0%,0.0%
r16,50.0%,3.3%
r28,24.4%,24.4%
r25,10.0%,0.0%
r23,5.6%,5.6%
r18,20.0%,26.7%
r11,8.9%,13.3%
r27,100.0%,96.0%
r5,25.0%,22.5%
r17,3.3%,3.3%
r19,100.0%,0.0%
r8,0.0%,0.0%
r1,3.3%,70.0%
r30,13.3%,23.3%
r22,2.4%,2.4%
r26,20.0%,26.7%
r9,0.0%,18.2%
r14,60.0%,51.1%
r2,47.5%,25.0%
r20,25.0%,5.0%
r15,0.0%,26.7%
Total,29.9%,28.5%
