List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,40.0%,40.0%
r21,75.0%,75.0%
r34,80.0%,80.0%
r4,10.0%,10.0%
r33,100.0%,0.0%
r12,23.3%,30.0%
r13,94.3%,94.3%
r6,91.4%,91.4%
r29,100.0%,100.0%
r3,13.3%,6.7%
r24,10.0%,17.5%
r32,0.0%,100.0%
r16,3.3%,46.7%
r28,42.2%,42.2%
r25,83.3%,83.3%
r23,22.2%,5.6%
r18,30.0%,26.7%
r11,73.3%,73.3%
r27,0.0%,96.0%
r5,55.0%,27.5%
r17,10.0%,40.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,3.3%
r30,3.3%,23.3%
r22,16.7%,21.4%
r26,60.0%,40.0%
r9,100.0%,100.0%
r14,8.9%,64.4%
r2,62.5%,60.0%
r20,75.0%,75.0%
r15,0.0%,0.0%
Total,47.0%,53.0%
