List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,26.7%,73.3%
r10,60.0%,40.0%
r21,0.0%,0.0%
r34,14.3%,22.9%
r4,0.0%,30.0%
r33,100.0%,0.0%
r12,3.3%,53.3%
r13,94.3%,94.3%
r6,51.4%,54.3%
r29,0.0%,0.0%
r3,13.3%,13.3%
r24,2.5%,2.5%
r32,100.0%,100.0%
r16,6.7%,3.3%
r28,33.3%,42.2%
r25,80.0%,76.7%
r23,22.2%,11.1%
r18,10.0%,13.3%
r11,73.3%,20.0%
r27,0.0%,96.0%
r5,25.0%,2.5%
r17,6.7%,33.3%
r19,0.0%,82.4%
r8,80.0%,80.0%
r1,73.3%,20.0%
r30,0.0%,30.0%
r22,21.4%,2.4%
r26,0.0%,0.0%
r9,95.5%,95.5%
r14,6.7%,11.1%
r2,35.0%,0.0%
r20,72.5%,0.0%
r15,56.7%,0.0%
Total,36.9%,30.9%
