List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,0.0%,40.0%
r21,75.0%,75.0%
r34,14.3%,14.3%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,16.7%,40.0%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,0.0%,100.0%
r3,13.3%,13.3%
r24,10.0%,12.5%
r32,0.0%,0.0%
r16,46.7%,3.3%
r28,57.8%,42.2%
r25,83.3%,83.3%
r23,11.1%,5.6%
r18,20.0%,20.0%
r11,73.3%,73.3%
r27,100.0%,0.0%
r5,7.5%,25.0%
r17,13.3%,36.7%
r19,0.0%,0.0%
r8,83.3%,83.3%
r1,0.0%,3.3%
r30,3.3%,13.3%
r22,16.7%,2.4%
r26,40.0%,60.0%
r9,100.0%,0.0%
r14,60.0%,44.4%
r2,60.0%,60.0%
r20,72.5%,75.0%
r15,0.0%,0.0%
Total,39.9%,43.7%
