List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,23.3%
r10,40.0%,40.0%
r21,25.0%,25.0%
r34,22.9%,0.0%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,6.7%,3.3%
r13,40.0%,45.7%
r6,71.4%,91.4%
r29,38.5%,38.5%
r3,6.7%,6.7%
r24,2.5%,15.0%
r32,96.7%,96.7%
r16,33.3%,36.7%
r28,33.3%,42.2%
r25,83.3%,83.3%
r23,5.6%,5.6%
r18,23.3%,6.7%
r11,22.2%,42.2%
r27,4.0%,96.0%
r5,40.0%,12.5%
r17,3.3%,3.3%
r19,100.0%,0.0%
r8,3.3%,3.3%
r1,70.0%,0.0%
r30,20.0%,30.0%
r22,4.8%,7.1%
r26,40.0%,0.0%
r9,100.0%,100.0%
r14,40.0%,6.7%
r2,55.0%,25.0%
r20,47.5%,47.5%
r15,16.7%,0.0%
Total,38.7%,29.1%
