List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,100.0%,0.0%
r10,20.0%,0.0%
r21,0.0%,75.0%
r34,31.4%,68.6%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,0.0%
r13,40.0%,37.1%
r6,0.0%,97.1%
r29,86.5%,13.5%
r3,80.0%,80.0%
r24,15.0%,20.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,24.4%
r25,3.3%,43.3%
r23,0.0%,0.0%
r18,20.0%,20.0%
r11,11.1%,6.7%
r27,96.0%,96.0%
r5,7.5%,0.0%
r17,6.7%,6.7%
r19,100.0%,100.0%
r8,90.0%,0.0%
r1,70.0%,76.7%
r30,6.7%,6.7%
r22,0.0%,2.4%
r26,13.3%,0.0%
r9,0.0%,4.5%
r14,46.7%,53.3%
r2,15.0%,0.0%
r20,25.0%,17.5%
r15,0.0%,3.3%
Total,32.1%,30.7%
