List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,23.3%,76.7%
r10,40.0%,40.0%
r21,25.0%,25.0%
r34,22.9%,17.1%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,13.3%,6.7%
r13,48.6%,5.7%
r6,71.4%,77.1%
r29,9.6%,40.4%
r3,0.0%,6.7%
r24,12.5%,15.0%
r32,96.7%,96.7%
r16,53.3%,33.3%
r28,75.6%,24.4%
r25,83.3%,83.3%
r23,0.0%,16.7%
r18,23.3%,13.3%
r11,22.2%,24.4%
r27,4.0%,96.0%
r5,40.0%,40.0%
r17,6.7%,16.7%
r19,0.0%,0.0%
r8,3.3%,3.3%
r1,70.0%,70.0%
r30,3.3%,3.3%
r22,4.8%,0.0%
r26,60.0%,0.0%
r9,100.0%,100.0%
r14,37.8%,8.9%
r2,45.0%,25.0%
r20,75.0%,0.0%
r15,76.7%,66.7%
Total,39.6%,34.6%
