List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,20.0%,0.0%
r21,75.0%,75.0%
r34,80.0%,14.3%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,10.0%,40.0%
r13,48.6%,94.3%
r6,97.1%,2.9%
r29,100.0%,100.0%
r3,13.3%,13.3%
r24,2.5%,10.0%
r32,96.7%,0.0%
r16,36.7%,46.7%
r28,100.0%,57.8%
r25,83.3%,6.7%
r23,27.8%,5.6%
r18,20.0%,20.0%
r11,22.2%,73.3%
r27,96.0%,96.0%
r5,55.0%,7.5%
r17,13.3%,20.0%
r19,0.0%,0.0%
r8,3.3%,80.0%
r1,0.0%,83.3%
r30,0.0%,16.7%
r22,11.9%,7.1%
r26,40.0%,40.0%
r9,0.0%,100.0%
r14,48.9%,53.3%
r2,32.5%,32.5%
r20,20.0%,75.0%
r15,0.0%,0.0%
Total,43.8%,40.6%
