List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,73.3%,23.3%
r10,40.0%,0.0%
r21,100.0%,0.0%
r34,68.6%,25.7%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,3.3%,40.0%
r13,54.3%,48.6%
r6,91.4%,40.0%
r29,0.0%,36.5%
r3,6.7%,6.7%
r24,15.0%,20.0%
r32,96.7%,100.0%
r16,33.3%,16.7%
r28,33.3%,42.2%
r25,80.0%,80.0%
r23,22.2%,11.1%
r18,3.3%,26.7%
r11,24.4%,42.2%
r27,96.0%,4.0%
r5,17.5%,37.5%
r17,10.0%,0.0%
r19,0.0%,100.0%
r8,0.0%,0.0%
r1,70.0%,70.0%
r30,20.0%,0.0%
r22,4.8%,2.4%
r26,40.0%,40.0%
r9,95.5%,95.5%
r14,51.1%,46.7%
r2,52.5%,52.5%
r20,72.5%,22.5%
r15,90.0%,0.0%
Total,43.4%,36.5%
