List,gaussian_mixture,kmeans
r31,66.7%,83.3%
r7,0.0%,0.0%
r10,40.0%,40.0%
r21,0.0%,0.0%
r34,57.1%,31.4%
r4,0.0%,20.0%
r33,0.0%,0.0%
r12,3.3%,13.3%
r13,5.7%,37.1%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,15.0%,20.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,37.8%,24.4%
r25,10.0%,0.0%
r23,0.0%,0.0%
r18,23.3%,3.3%
r11,6.7%,20.0%
r27,96.0%,96.0%
r5,62.5%,7.5%
r17,6.7%,53.3%
r19,0.0%,0.0%
r8,96.7%,0.0%
r1,73.3%,60.0%
r30,33.3%,30.0%
r22,0.0%,16.7%
r26,0.0%,13.3%
r9,0.0%,0.0%
r14,64.4%,8.9%
r2,45.0%,47.5%
r20,20.0%,45.0%
r15,0.0%,0.0%
Total,31.4%,26.8%
