List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,76.7%,23.3%
r10,40.0%,40.0%
r21,75.0%,75.0%
r34,57.1%,57.1%
r4,20.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,40.0%,5.7%
r6,91.4%,71.4%
r29,90.4%,90.4%
r3,20.0%,0.0%
r24,10.0%,15.0%
r32,96.7%,100.0%
r16,53.3%,33.3%
r28,42.2%,42.2%
r25,83.3%,6.7%
r23,5.6%,16.7%
r18,13.3%,20.0%
r11,22.2%,48.9%
r27,100.0%,100.0%
r5,40.0%,42.5%
r17,6.7%,0.0%
r19,0.0%,0.0%
r8,0.0%,3.3%
r1,70.0%,70.0%
r30,26.7%,3.3%
r22,7.1%,0.0%
r26,0.0%,40.0%
r9,100.0%,100.0%
r14,44.4%,46.7%
r2,42.5%,42.5%
r20,75.0%,20.0%
r15,0.0%,0.0%
Total,46.8%,39.7%
