List,gaussian_mixture,kmeans
r31,16.7%,66.7%
r7,100.0%,0.0%
r10,20.0%,20.0%
r21,25.0%,75.0%
r34,60.0%,60.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,20.0%,43.3%
r13,31.4%,28.6%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,73.3%,73.3%
r24,7.5%,2.5%
r32,0.0%,100.0%
r16,0.0%,0.0%
r28,42.2%,75.6%
r25,6.7%,20.0%
r23,5.6%,0.0%
r18,6.7%,26.7%
r11,20.0%,13.3%
r27,96.0%,96.0%
r5,2.5%,0.0%
r17,6.7%,0.0%
r19,100.0%,100.0%
r8,0.0%,0.0%
r1,70.0%,73.3%
r30,10.0%,0.0%
r22,2.4%,7.1%
r26,20.0%,0.0%
r9,0.0%,0.0%
r14,46.7%,20.0%
r2,47.5%,2.5%
r20,10.0%,42.5%
r15,26.7%,0.0%
Total,31.9%,35.8%
