List,gaussian_mixture,kmeans
r31,66.7%,33.3%
r7,100.0%,100.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,31.4%,60.0%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,0.0%,36.7%
r13,11.4%,34.3%
r6,0.0%,0.0%
r29,13.5%,13.5%
r3,80.0%,80.0%
r24,20.0%,2.5%
r32,100.0%,100.0%
r16,26.7%,0.0%
r28,24.4%,37.8%
r25,10.0%,3.3%
r23,0.0%,0.0%
r18,16.7%,20.0%
r11,15.6%,11.1%
r27,96.0%,96.0%
r5,0.0%,27.5%
r17,0.0%,6.7%
r19,0.0%,0.0%
r8,96.7%,96.7%
r1,16.7%,70.0%
r30,43.3%,10.0%
r22,0.0%,11.9%
r26,13.3%,0.0%
r9,31.8%,0.0%
r14,48.9%,48.9%
r2,0.0%,0.0%
r20,70.0%,2.5%
r15,0.0%,26.7%
Total,27.0%,31.7%
