List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,100.0%,100.0%
r10,0.0%,40.0%
r21,0.0%,75.0%
r34,80.0%,0.0%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,0.0%,94.3%
r6,97.1%,2.9%
r29,9.6%,9.6%
r3,13.3%,6.7%
r24,15.0%,7.5%
r32,0.0%,0.0%
r16,33.3%,46.7%
r28,57.8%,57.8%
r25,83.3%,83.3%
r23,22.2%,16.7%
r18,13.3%,13.3%
r11,2.2%,2.2%
r27,96.0%,96.0%
r5,55.0%,25.0%
r17,3.3%,23.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,0.0%,0.0%
r30,23.3%,0.0%
r22,7.1%,16.7%
r26,40.0%,0.0%
r9,0.0%,100.0%
r14,55.6%,55.6%
r2,60.0%,65.0%
r20,95.0%,0.0%
r15,0.0%,0.0%
Total,39.6%,34.8%
